CountryCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Pattern,Group
HND,[159600-739576],[174770-768150],[191015-798002],[209045-828745],[230147-859830],[255440-890927],[286062-921766],[310528-952465],[336670-983322],[364901-1014906],[395497-1045665],[428610-1075176],[464468-1105511],[503215-1136376],[532385-1167452],[552643-1226221],[573430-1297482],[594659-1371821],[617270-1450808],[642423-1536519],[671040-1630641],[703580-1733601],[740185-1845365],[780140-1973072],[821799-2109567],[864061-2252341],[906786-2401366],[950134-2556414],[993953-2715731],[1038091-2877253],[1081857-3039325],[1111221-3200712],[1142581-3360903],[1175370-3482765],[1208716-3596257],[1241967-3707293],[1275012-3816531],[1308008-3923554],[1340491-4027367],[1372074-4126364],[1402447-4219744],[1431352-4306783],[1459076-4389331],[1486301-4404403],[1514045-4412893],[1543808-4428985],[1575855-4453786],[1610162-4487076],[1646672-4529077],[1685281-4579794],[1725894-4638775],[1768593-4706484],[1813523-4782430],[1860718-4864823],[1910148-4955055],[1961923-5051547],acf,5
SLE,[159600-739576],[174770-768150],[191015-798002],[209045-828745],[230147-859830],[255440-890927],[286062-921766],[310528-952465],[336670-983322],[364901-1014906],[395497-1045665],[428610-1075176],[464468-1105511],[503215-1136376],[532385-1167452],[552643-1226221],[573430-1297482],[594659-1371821],[617270-1450808],[642423-1536519],[671040-1630641],[703580-1733601],[740185-1845365],[780140-1973072],[821799-2109567],[864061-2252341],[906786-2401366],[950134-2556414],[993953-2715731],[1038091-2877253],[1081857-3039325],[1111221-3200712],[1142581-3360903],[1175370-3482765],[1208716-3596257],[1241967-3707293],[1275012-3816531],[1308008-3923554],[1340491-4027367],[1372074-4126364],[1402447-4219744],[1431352-4306783],[1459076-4389331],[1486301-4404403],[1514045-4412893],[1543808-4428985],[1575855-4453786],[1610162-4487076],[1646672-4529077],[1685281-4579794],[1725894-4638775],[1768593-4706484],[1813523-4782430],[1860718-4864823],[1910148-4955055],[1961923-5051547],acf,5
NER,[159600-739576],[174770-768150],[191015-798002],[209045-828745],[230147-859830],[255440-890927],[286062-921766],[310528-952465],[336670-983322],[364901-1014906],[395497-1045665],[428610-1075176],[464468-1105511],[503215-1136376],[532385-1167452],[552643-1226221],[573430-1297482],[594659-1371821],[617270-1450808],[642423-1536519],[671040-1630641],[703580-1733601],[740185-1845365],[780140-1973072],[821799-2109567],[864061-2252341],[906786-2401366],[950134-2556414],[993953-2715731],[1038091-2877253],[1081857-3039325],[1111221-3200712],[1142581-3360903],[1175370-3482765],[1208716-3596257],[1241967-3707293],[1275012-3816531],[1308008-3923554],[1340491-4027367],[1372074-4126364],[1402447-4219744],[1431352-4306783],[1459076-4389331],[1486301-4404403],[1514045-4412893],[1543808-4428985],[1575855-4453786],[1610162-4487076],[1646672-4529077],[1685281-4579794],[1725894-4638775],[1768593-4706484],[1813523-4782430],[1860718-4864823],[1910148-4955055],[1961923-5051547],acf,5
ZWE,[159600-739576],[174770-768150],[191015-798002],[209045-828745],[230147-859830],[255440-890927],[286062-921766],[310528-952465],[336670-983322],[364901-1014906],[395497-1045665],[428610-1075176],[464468-1105511],[503215-1136376],[532385-1167452],[552643-1226221],[573430-1297482],[594659-1371821],[617270-1450808],[642423-1536519],[671040-1630641],[703580-1733601],[740185-1845365],[780140-1973072],[821799-2109567],[864061-2252341],[906786-2401366],[950134-2556414],[993953-2715731],[1038091-2877253],[1081857-3039325],[1111221-3200712],[1142581-3360903],[1175370-3482765],[1208716-3596257],[1241967-3707293],[1275012-3816531],[1308008-3923554],[1340491-4027367],[1372074-4126364],[1402447-4219744],[1431352-4306783],[1459076-4389331],[1486301-4404403],[1514045-4412893],[1543808-4428985],[1575855-4453786],[1610162-4487076],[1646672-4529077],[1685281-4579794],[1725894-4638775],[1768593-4706484],[1813523-4782430],[1860718-4864823],[1910148-4955055],[1961923-5051547],acf,5
CRI,[159600-739576],[174770-768150],[191015-798002],[209045-828745],[230147-859830],[255440-890927],[286062-921766],[310528-952465],[336670-983322],[364901-1014906],[395497-1045665],[428610-1075176],[464468-1105511],[503215-1136376],[532385-1167452],[552643-1226221],[573430-1297482],[594659-1371821],[617270-1450808],[642423-1536519],[671040-1630641],[703580-1733601],[740185-1845365],[780140-1973072],[821799-2109567],[864061-2252341],[906786-2401366],[950134-2556414],[993953-2715731],[1038091-2877253],[1081857-3039325],[1111221-3200712],[1142581-3360903],[1175370-3482765],[1208716-3596257],[1241967-3707293],[1275012-3816531],[1308008-3923554],[1340491-4027367],[1372074-4126364],[1402447-4219744],[1431352-4306783],[1459076-4389331],[1486301-4404403],[1514045-4412893],[1543808-4428985],[1575855-4453786],[1610162-4487076],[1646672-4529077],[1685281-4579794],[1725894-4638775],[1768593-4706484],[1813523-4782430],[1860718-4864823],[1910148-4955055],[1961923-5051547],acf,5
PRY,[159600-739576],[174770-768150],[191015-798002],[209045-828745],[230147-859830],[255440-890927],[286062-921766],[310528-952465],[336670-983322],[364901-1014906],[395497-1045665],[428610-1075176],[464468-1105511],[503215-1136376],[532385-1167452],[552643-1226221],[573430-1297482],[594659-1371821],[617270-1450808],[642423-1536519],[671040-1630641],[703580-1733601],[740185-1845365],[780140-1973072],[821799-2109567],[864061-2252341],[906786-2401366],[950134-2556414],[993953-2715731],[1038091-2877253],[1081857-3039325],[1111221-3200712],[1142581-3360903],[1175370-3482765],[1208716-3596257],[1241967-3707293],[1275012-3816531],[1308008-3923554],[1340491-4027367],[1372074-4126364],[1402447-4219744],[1431352-4306783],[1459076-4389331],[1486301-4404403],[1514045-4412893],[1543808-4428985],[1575855-4453786],[1610162-4487076],[1646672-4529077],[1685281-4579794],[1725894-4638775],[1768593-4706484],[1813523-4782430],[1860718-4864823],[1910148-4955055],[1961923-5051547],acf,5
PAN,[159600-739576],[174770-768150],[191015-798002],[209045-828745],[230147-859830],[255440-890927],[286062-921766],[310528-952465],[336670-983322],[364901-1014906],[395497-1045665],[428610-1075176],[464468-1105511],[503215-1136376],[532385-1167452],[552643-1226221],[573430-1297482],[594659-1371821],[617270-1450808],[642423-1536519],[671040-1630641],[703580-1733601],[740185-1845365],[780140-1973072],[821799-2109567],[864061-2252341],[906786-2401366],[950134-2556414],[993953-2715731],[1038091-2877253],[1081857-3039325],[1111221-3200712],[1142581-3360903],[1175370-3482765],[1208716-3596257],[1241967-3707293],[1275012-3816531],[1308008-3923554],[1340491-4027367],[1372074-4126364],[1402447-4219744],[1431352-4306783],[1459076-4389331],[1486301-4404403],[1514045-4412893],[1543808-4428985],[1575855-4453786],[1610162-4487076],[1646672-4529077],[1685281-4579794],[1725894-4638775],[1768593-4706484],[1813523-4782430],[1860718-4864823],[1910148-4955055],[1961923-5051547],acf,5
BWA,[59042-702442],[65668-732709],[73016-763698],[81162-796969],[90178-837987],[100130-880889],[111119-925858],[123244-972898],[136597-1022163],[151234-1073744],[167327-1127824],[184965-1181361],[204280-1224327],[225327-1268919],[248303-1315164],[273298-1363051],[300484-1412573],[328356-1463618],[356762-1515915],[387238-1569111],[419894-1629788],[454790-1689280],[492085-1732124],[531771-1787181],[573871-1842127],[618293-1896755],[665161-1970249],[714525-2075894],[762319-2187457],[798396-2313865],[836280-2461444],[876092-2634712],[917889-2829898],[961745-3034397],[988999-3229952],[955932-3385492],[944263-3498886],[1024265-3588519],[1116502-3661895],[1206043-3730837],[1282038-3804827],[1339641-3884401],[1382325-3969126],[1417178-4066202],[1455573-4184317],[1505769-4329155],[1570414-4503920],[1646411-4705680],[1729440-4926065],[1812957-5152616],[1891959-5375518],[1965049-5592449],[2033943-5803296],[2100517-6003534],[2167853-6188499],[2238254-6355041],acf,6
LBR,[59042-702442],[65668-732709],[73016-763698],[81162-796969],[90178-837987],[100130-880889],[111119-925858],[123244-972898],[136597-1022163],[151234-1073744],[167327-1127824],[184965-1181361],[204280-1224327],[225327-1268919],[248303-1315164],[273298-1363051],[300484-1412573],[328356-1463618],[356762-1515915],[387238-1569111],[419894-1629788],[454790-1689280],[492085-1732124],[531771-1787181],[573871-1842127],[618293-1896755],[665161-1970249],[714525-2075894],[762319-2187457],[798396-2313865],[836280-2461444],[876092-2634712],[917889-2829898],[961745-3034397],[988999-3229952],[955932-3385492],[944263-3498886],[1024265-3588519],[1116502-3661895],[1206043-3730837],[1282038-3804827],[1339641-3884401],[1382325-3969126],[1417178-4066202],[1455573-4184317],[1505769-4329155],[1570414-4503920],[1646411-4705680],[1729440-4926065],[1812957-5152616],[1891959-5375518],[1965049-5592449],[2033943-5803296],[2100517-6003534],[2167853-6188499],[2238254-6355041],acf,6
GIN,[59042-702442],[65668-732709],[73016-763698],[81162-796969],[90178-837987],[100130-880889],[111119-925858],[123244-972898],[136597-1022163],[151234-1073744],[167327-1127824],[184965-1181361],[204280-1224327],[225327-1268919],[248303-1315164],[273298-1363051],[300484-1412573],[328356-1463618],[356762-1515915],[387238-1569111],[419894-1629788],[454790-1689280],[492085-1732124],[531771-1787181],[573871-1842127],[618293-1896755],[665161-1970249],[714525-2075894],[762319-2187457],[798396-2313865],[836280-2461444],[876092-2634712],[917889-2829898],[961745-3034397],[988999-3229952],[955932-3385492],[944263-3498886],[1024265-3588519],[1116502-3661895],[1206043-3730837],[1282038-3804827],[1339641-3884401],[1382325-3969126],[1417178-4066202],[1455573-4184317],[1505769-4329155],[1570414-4503920],[1646411-4705680],[1729440-4926065],[1812957-5152616],[1891959-5375518],[1965049-5592449],[2033943-5803296],[2100517-6003534],[2167853-6188499],[2238254-6355041],acf,6
MWI,[59042-702442],[65668-732709],[73016-763698],[81162-796969],[90178-837987],[100130-880889],[111119-925858],[123244-972898],[136597-1022163],[151234-1073744],[167327-1127824],[184965-1181361],[204280-1224327],[225327-1268919],[248303-1315164],[273298-1363051],[300484-1412573],[328356-1463618],[356762-1515915],[387238-1569111],[419894-1629788],[454790-1689280],[492085-1732124],[531771-1787181],[573871-1842127],[618293-1896755],[665161-1970249],[714525-2075894],[762319-2187457],[798396-2313865],[836280-2461444],[876092-2634712],[917889-2829898],[961745-3034397],[988999-3229952],[955932-3385492],[944263-3498886],[1024265-3588519],[1116502-3661895],[1206043-3730837],[1282038-3804827],[1339641-3884401],[1382325-3969126],[1417178-4066202],[1455573-4184317],[1505769-4329155],[1570414-4503920],[1646411-4705680],[1729440-4926065],[1812957-5152616],[1891959-5375518],[1965049-5592449],[2033943-5803296],[2100517-6003534],[2167853-6188499],[2238254-6355041],acf,6
TCD,[59042-702442],[65668-732709],[73016-763698],[81162-796969],[90178-837987],[100130-880889],[111119-925858],[123244-972898],[136597-1022163],[151234-1073744],[167327-1127824],[184965-1181361],[204280-1224327],[225327-1268919],[248303-1315164],[273298-1363051],[300484-1412573],[328356-1463618],[356762-1515915],[387238-1569111],[419894-1629788],[454790-1689280],[492085-1732124],[531771-1787181],[573871-1842127],[618293-1896755],[665161-1970249],[714525-2075894],[762319-2187457],[798396-2313865],[836280-2461444],[876092-2634712],[917889-2829898],[961745-3034397],[988999-3229952],[955932-3385492],[944263-3498886],[1024265-3588519],[1116502-3661895],[1206043-3730837],[1282038-3804827],[1339641-3884401],[1382325-3969126],[1417178-4066202],[1455573-4184317],[1505769-4329155],[1570414-4503920],[1646411-4705680],[1729440-4926065],[1812957-5152616],[1891959-5375518],[1965049-5592449],[2033943-5803296],[2100517-6003534],[2167853-6188499],[2238254-6355041],acf,6
MRT,[59042-702442],[65668-732709],[73016-763698],[81162-796969],[90178-837987],[100130-880889],[111119-925858],[123244-972898],[136597-1022163],[151234-1073744],[167327-1127824],[184965-1181361],[204280-1224327],[225327-1268919],[248303-1315164],[273298-1363051],[300484-1412573],[328356-1463618],[356762-1515915],[387238-1569111],[419894-1629788],[454790-1689280],[492085-1732124],[531771-1787181],[573871-1842127],[618293-1896755],[665161-1970249],[714525-2075894],[762319-2187457],[798396-2313865],[836280-2461444],[876092-2634712],[917889-2829898],[961745-3034397],[988999-3229952],[955932-3385492],[944263-3498886],[1024265-3588519],[1116502-3661895],[1206043-3730837],[1282038-3804827],[1339641-3884401],[1382325-3969126],[1417178-4066202],[1455573-4184317],[1505769-4329155],[1570414-4503920],[1646411-4705680],[1729440-4926065],[1812957-5152616],[1891959-5375518],[1965049-5592449],[2033943-5803296],[2100517-6003534],[2167853-6188499],[2238254-6355041],acf,6
SOM,[59042-702442],[65668-732709],[73016-763698],[81162-796969],[90178-837987],[100130-880889],[111119-925858],[123244-972898],[136597-1022163],[151234-1073744],[167327-1127824],[184965-1181361],[204280-1224327],[225327-1268919],[248303-1315164],[273298-1363051],[300484-1412573],[328356-1463618],[356762-1515915],[387238-1569111],[419894-1629788],[454790-1689280],[492085-1732124],[531771-1787181],[573871-1842127],[618293-1896755],[665161-1970249],[714525-2075894],[762319-2187457],[798396-2313865],[836280-2461444],[876092-2634712],[917889-2829898],[961745-3034397],[988999-3229952],[955932-3385492],[944263-3498886],[1024265-3588519],[1116502-3661895],[1206043-3730837],[1282038-3804827],[1339641-3884401],[1382325-3969126],[1417178-4066202],[1455573-4184317],[1505769-4329155],[1570414-4503920],[1646411-4705680],[1729440-4926065],[1812957-5152616],[1891959-5375518],[1965049-5592449],[2033943-5803296],[2100517-6003534],[2167853-6188499],[2238254-6355041],acf,6
NIC,[59042-702442],[65668-732709],[73016-763698],[81162-796969],[90178-837987],[100130-880889],[111119-925858],[123244-972898],[136597-1022163],[151234-1073744],[167327-1127824],[184965-1181361],[204280-1224327],[225327-1268919],[248303-1315164],[273298-1363051],[300484-1412573],[328356-1463618],[356762-1515915],[387238-1569111],[419894-1629788],[454790-1689280],[492085-1732124],[531771-1787181],[573871-1842127],[618293-1896755],[665161-1970249],[714525-2075894],[762319-2187457],[798396-2313865],[836280-2461444],[876092-2634712],[917889-2829898],[961745-3034397],[988999-3229952],[955932-3385492],[944263-3498886],[1024265-3588519],[1116502-3661895],[1206043-3730837],[1282038-3804827],[1339641-3884401],[1382325-3969126],[1417178-4066202],[1455573-4184317],[1505769-4329155],[1570414-4503920],[1646411-4705680],[1729440-4926065],[1812957-5152616],[1891959-5375518],[1965049-5592449],[2033943-5803296],[2100517-6003534],[2167853-6188499],[2238254-6355041],acf,6
BEN,[59042-702442],[65668-732709],[73016-763698],[81162-796969],[90178-837987],[100130-880889],[111119-925858],[123244-972898],[136597-1022163],[151234-1073744],[167327-1127824],[184965-1181361],[204280-1224327],[225327-1268919],[248303-1315164],[273298-1363051],[300484-1412573],[328356-1463618],[356762-1515915],[387238-1569111],[419894-1629788],[454790-1689280],[492085-1732124],[531771-1787181],[573871-1842127],[618293-1896755],[665161-1970249],[714525-2075894],[762319-2187457],[798396-2313865],[836280-2461444],[876092-2634712],[917889-2829898],[961745-3034397],[988999-3229952],[955932-3385492],[944263-3498886],[1024265-3588519],[1116502-3661895],[1206043-3730837],[1282038-3804827],[1339641-3884401],[1382325-3969126],[1417178-4066202],[1455573-4184317],[1505769-4329155],[1570414-4503920],[1646411-4705680],[1729440-4926065],[1812957-5152616],[1891959-5375518],[1965049-5592449],[2033943-5803296],[2100517-6003534],[2167853-6188499],[2238254-6355041],acf,6
JOR,[59042-702442],[65668-732709],[73016-763698],[81162-796969],[90178-837987],[100130-880889],[111119-925858],[123244-972898],[136597-1022163],[151234-1073744],[167327-1127824],[184965-1181361],[204280-1224327],[225327-1268919],[248303-1315164],[273298-1363051],[300484-1412573],[328356-1463618],[356762-1515915],[387238-1569111],[419894-1629788],[454790-1689280],[492085-1732124],[531771-1787181],[573871-1842127],[618293-1896755],[665161-1970249],[714525-2075894],[762319-2187457],[798396-2313865],[836280-2461444],[876092-2634712],[917889-2829898],[961745-3034397],[988999-3229952],[955932-3385492],[944263-3498886],[1024265-3588519],[1116502-3661895],[1206043-3730837],[1282038-3804827],[1339641-3884401],[1382325-3969126],[1417178-4066202],[1455573-4184317],[1505769-4329155],[1570414-4503920],[1646411-4705680],[1729440-4926065],[1812957-5152616],[1891959-5375518],[1965049-5592449],[2033943-5803296],[2100517-6003534],[2167853-6188499],[2238254-6355041],acf,6
ECU,[357354-1624582],[378266-1703972],[401201-1805829],[425540-1891353],[451581-1985742],[479151-2074492],[508603-2146053],[539963-2259135],[573384-2325145],[608744-2404654],[646400-2503959],[697001-2602174],[761216-2686849],[831391-2812295],[908951-2911784],[995030-2993516],[1090756-3075582],[1196128-3159569],[1311321-3241222],[1435315-3339820],[1567366-3435249],[1718228-3518466],[1881159-3599159],[2047860-3678408],[2089854-3733326],[2125804-3908906],[2153987-4095998],[2176385-4264345],[2198921-4424940],[2215247-4579228],[2246749-4786742],[2297544-5004600],[2365233-5230244],[2441278-5462112],[2513309-5698026],[2572935-5936029],[2614689-6179872],[2642977-6436343],[2670843-6700375],[2711098-6972724],[2782427-7253799],[2893356-7543433],[3037782-7842372],[3196140-8150937],[3340416-8469836],[3451987-8799027],[3517576-9139177],[3547049-9489638],[3572785-9851161],[3640708-10223553],[3781263-10607487],[4008736-11002822],[4305081-11409568],[4628654-11827446],[4920125-12256208],[5136484-12694798],acf,7
ISR,[357354-1624582],[378266-1703972],[401201-1805829],[425540-1891353],[451581-1985742],[479151-2074492],[508603-2146053],[539963-2259135],[573384-2325145],[608744-2404654],[646400-2503959],[697001-2602174],[761216-2686849],[831391-2812295],[908951-2911784],[995030-2993516],[1090756-3075582],[1196128-3159569],[1311321-3241222],[1435315-3339820],[1567366-3435249],[1718228-3518466],[1881159-3599159],[2047860-3678408],[2089854-3733326],[2125804-3908906],[2153987-4095998],[2176385-4264345],[2198921-4424940],[2215247-4579228],[2246749-4786742],[2297544-5004600],[2365233-5230244],[2441278-5462112],[2513309-5698026],[2572935-5936029],[2614689-6179872],[2642977-6436343],[2670843-6700375],[2711098-6972724],[2782427-7253799],[2893356-7543433],[3037782-7842372],[3196140-8150937],[3340416-8469836],[3451987-8799027],[3517576-9139177],[3547049-9489638],[3572785-9851161],[3640708-10223553],[3781263-10607487],[4008736-11002822],[4305081-11409568],[4628654-11827446],[4920125-12256208],[5136484-12694798],acf,7
DOM,[357354-1624582],[378266-1703972],[401201-1805829],[425540-1891353],[451581-1985742],[479151-2074492],[508603-2146053],[539963-2259135],[573384-2325145],[608744-2404654],[646400-2503959],[697001-2602174],[761216-2686849],[831391-2812295],[908951-2911784],[995030-2993516],[1090756-3075582],[1196128-3159569],[1311321-3241222],[1435315-3339820],[1567366-3435249],[1718228-3518466],[1881159-3599159],[2047860-3678408],[2089854-3733326],[2125804-3908906],[2153987-4095998],[2176385-4264345],[2198921-4424940],[2215247-4579228],[2246749-4786742],[2297544-5004600],[2365233-5230244],[2441278-5462112],[2513309-5698026],[2572935-5936029],[2614689-6179872],[2642977-6436343],[2670843-6700375],[2711098-6972724],[2782427-7253799],[2893356-7543433],[3037782-7842372],[3196140-8150937],[3340416-8469836],[3451987-8799027],[3517576-9139177],[3547049-9489638],[3572785-9851161],[3640708-10223553],[3781263-10607487],[4008736-11002822],[4305081-11409568],[4628654-11827446],[4920125-12256208],[5136484-12694798],acf,7
LBN,[357354-1624582],[378266-1703972],[401201-1805829],[425540-1891353],[451581-1985742],[479151-2074492],[508603-2146053],[539963-2259135],[573384-2325145],[608744-2404654],[646400-2503959],[697001-2602174],[761216-2686849],[831391-2812295],[908951-2911784],[995030-2993516],[1090756-3075582],[1196128-3159569],[1311321-3241222],[1435315-3339820],[1567366-3435249],[1718228-3518466],[1881159-3599159],[2047860-3678408],[2089854-3733326],[2125804-3908906],[2153987-4095998],[2176385-4264345],[2198921-4424940],[2215247-4579228],[2246749-4786742],[2297544-5004600],[2365233-5230244],[2441278-5462112],[2513309-5698026],[2572935-5936029],[2614689-6179872],[2642977-6436343],[2670843-6700375],[2711098-6972724],[2782427-7253799],[2893356-7543433],[3037782-7842372],[3196140-8150937],[3340416-8469836],[3451987-8799027],[3517576-9139177],[3547049-9489638],[3572785-9851161],[3640708-10223553],[3781263-10607487],[4008736-11002822],[4305081-11409568],[4628654-11827446],[4920125-12256208],[5136484-12694798],acf,7
CIV,[357354-1624582],[378266-1703972],[401201-1805829],[425540-1891353],[451581-1985742],[479151-2074492],[508603-2146053],[539963-2259135],[573384-2325145],[608744-2404654],[646400-2503959],[697001-2602174],[761216-2686849],[831391-2812295],[908951-2911784],[995030-2993516],[1090756-3075582],[1196128-3159569],[1311321-3241222],[1435315-3339820],[1567366-3435249],[1718228-3518466],[1881159-3599159],[2047860-3678408],[2089854-3733326],[2125804-3908906],[2153987-4095998],[2176385-4264345],[2198921-4424940],[2215247-4579228],[2246749-4786742],[2297544-5004600],[2365233-5230244],[2441278-5462112],[2513309-5698026],[2572935-5936029],[2614689-6179872],[2642977-6436343],[2670843-6700375],[2711098-6972724],[2782427-7253799],[2893356-7543433],[3037782-7842372],[3196140-8150937],[3340416-8469836],[3451987-8799027],[3517576-9139177],[3547049-9489638],[3572785-9851161],[3640708-10223553],[3781263-10607487],[4008736-11002822],[4305081-11409568],[4628654-11827446],[4920125-12256208],[5136484-12694798],acf,7
MOZ,[357354-1624582],[378266-1703972],[401201-1805829],[425540-1891353],[451581-1985742],[479151-2074492],[508603-2146053],[539963-2259135],[573384-2325145],[608744-2404654],[646400-2503959],[697001-2602174],[761216-2686849],[831391-2812295],[908951-2911784],[995030-2993516],[1090756-3075582],[1196128-3159569],[1311321-3241222],[1435315-3339820],[1567366-3435249],[1718228-3518466],[1881159-3599159],[2047860-3678408],[2089854-3733326],[2125804-3908906],[2153987-4095998],[2176385-4264345],[2198921-4424940],[2215247-4579228],[2246749-4786742],[2297544-5004600],[2365233-5230244],[2441278-5462112],[2513309-5698026],[2572935-5936029],[2614689-6179872],[2642977-6436343],[2670843-6700375],[2711098-6972724],[2782427-7253799],[2893356-7543433],[3037782-7842372],[3196140-8150937],[3340416-8469836],[3451987-8799027],[3517576-9139177],[3547049-9489638],[3572785-9851161],[3640708-10223553],[3781263-10607487],[4008736-11002822],[4305081-11409568],[4628654-11827446],[4920125-12256208],[5136484-12694798],acf,7
CMR,[357354-1624582],[378266-1703972],[401201-1805829],[425540-1891353],[451581-1985742],[479151-2074492],[508603-2146053],[539963-2259135],[573384-2325145],[608744-2404654],[646400-2503959],[697001-2602174],[761216-2686849],[831391-2812295],[908951-2911784],[995030-2993516],[1090756-3075582],[1196128-3159569],[1311321-3241222],[1435315-3339820],[1567366-3435249],[1718228-3518466],[1881159-3599159],[2047860-3678408],[2089854-3733326],[2125804-3908906],[2153987-4095998],[2176385-4264345],[2198921-4424940],[2215247-4579228],[2246749-4786742],[2297544-5004600],[2365233-5230244],[2441278-5462112],[2513309-5698026],[2572935-5936029],[2614689-6179872],[2642977-6436343],[2670843-6700375],[2711098-6972724],[2782427-7253799],[2893356-7543433],[3037782-7842372],[3196140-8150937],[3340416-8469836],[3451987-8799027],[3517576-9139177],[3547049-9489638],[3572785-9851161],[3640708-10223553],[3781263-10607487],[4008736-11002822],[4305081-11409568],[4628654-11827446],[4920125-12256208],[5136484-12694798],acf,7
TUN,[357354-1624582],[378266-1703972],[401201-1805829],[425540-1891353],[451581-1985742],[479151-2074492],[508603-2146053],[539963-2259135],[573384-2325145],[608744-2404654],[646400-2503959],[697001-2602174],[761216-2686849],[831391-2812295],[908951-2911784],[995030-2993516],[1090756-3075582],[1196128-3159569],[1311321-3241222],[1435315-3339820],[1567366-3435249],[1718228-3518466],[1881159-3599159],[2047860-3678408],[2089854-3733326],[2125804-3908906],[2153987-4095998],[2176385-4264345],[2198921-4424940],[2215247-4579228],[2246749-4786742],[2297544-5004600],[2365233-5230244],[2441278-5462112],[2513309-5698026],[2572935-5936029],[2614689-6179872],[2642977-6436343],[2670843-6700375],[2711098-6972724],[2782427-7253799],[2893356-7543433],[3037782-7842372],[3196140-8150937],[3340416-8469836],[3451987-8799027],[3517576-9139177],[3547049-9489638],[3572785-9851161],[3640708-10223553],[3781263-10607487],[4008736-11002822],[4305081-11409568],[4628654-11827446],[4920125-12256208],[5136484-12694798],acf,7
VNM,[1284536-8463316],[1346990-8500111],[1412577-8545539],[1481235-8624158],[1549657-8720520],[1607069-8814176],[1666499-8887919],[1728013-8951328],[1791855-9000174],[1858391-9039007],[1927742-9061057],[2000263-9090451],[2075735-9138742],[2151036-9179915],[2220190-9221059],[2262600-9259701],[2293300-9288043],[2325300-9319769],[2353600-9348049],[2383500-9375266],[2413945-9403844],[2532835-9418778],[2646466-9426273],[2681061-9805134],[2732221-10307409],[2735957-10824415],[2733373-11355687],[2774789-11892453],[2846108-12421409],[2930901-12956680],[3047132-13496455],[3135083-14039512],[3230698-14584467],[3313471-15126408],[3419048-15661221],[3524506-16185541],[3670704-16698277],[3796038-17198588],[3927213-17690345],[3958723-18188570],[4027887-18684936],[4138012-19179115],[4175950-19674408],[4114826-20176831],[4166664-20694870],[4265762-21234892],[4401365-21799703],[4588599-22389513],[4839396-23009066],[4987573-23656184],[5076732-24333777],[5183688-25044389],[5312437-25784533],[5399162-26543182],[5469724-27304259],[5535002-28054939],acf,8
NLD,[1284536-8463316],[1346990-8500111],[1412577-8545539],[1481235-8624158],[1549657-8720520],[1607069-8814176],[1666499-8887919],[1728013-8951328],[1791855-9000174],[1858391-9039007],[1927742-9061057],[2000263-9090451],[2075735-9138742],[2151036-9179915],[2220190-9221059],[2262600-9259701],[2293300-9288043],[2325300-9319769],[2353600-9348049],[2383500-9375266],[2413945-9403844],[2532835-9418778],[2646466-9426273],[2681061-9805134],[2732221-10307409],[2735957-10824415],[2733373-11355687],[2774789-11892453],[2846108-12421409],[2930901-12956680],[3047132-13496455],[3135083-14039512],[3230698-14584467],[3313471-15126408],[3419048-15661221],[3524506-16185541],[3670704-16698277],[3796038-17198588],[3927213-17690345],[3958723-18188570],[4027887-18684936],[4138012-19179115],[4175950-19674408],[4114826-20176831],[4166664-20694870],[4265762-21234892],[4401365-21799703],[4588599-22389513],[4839396-23009066],[4987573-23656184],[5076732-24333777],[5183688-25044389],[5312437-25784533],[5399162-26543182],[5469724-27304259],[5535002-28054939],acf,8
GTM,[1284536-8463316],[1346990-8500111],[1412577-8545539],[1481235-8624158],[1549657-8720520],[1607069-8814176],[1666499-8887919],[1728013-8951328],[1791855-9000174],[1858391-9039007],[1927742-9061057],[2000263-9090451],[2075735-9138742],[2151036-9179915],[2220190-9221059],[2262600-9259701],[2293300-9288043],[2325300-9319769],[2353600-9348049],[2383500-9375266],[2413945-9403844],[2532835-9418778],[2646466-9426273],[2681061-9805134],[2732221-10307409],[2735957-10824415],[2733373-11355687],[2774789-11892453],[2846108-12421409],[2930901-12956680],[3047132-13496455],[3135083-14039512],[3230698-14584467],[3313471-15126408],[3419048-15661221],[3524506-16185541],[3670704-16698277],[3796038-17198588],[3927213-17690345],[3958723-18188570],[4027887-18684936],[4138012-19179115],[4175950-19674408],[4114826-20176831],[4166664-20694870],[4265762-21234892],[4401365-21799703],[4588599-22389513],[4839396-23009066],[4987573-23656184],[5076732-24333777],[5183688-25044389],[5312437-25784533],[5399162-26543182],[5469724-27304259],[5535002-28054939],acf,8
