Product_Code	W0	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18	W19	W20	W21	W22	W23	W24	W25	W26	W27	W28	W29	W30	W31	W32	W33	W34	W35	W36	W37	W38	W39	W40	W41	W42	W43	W44	W45	W46	W47	W48	W49	W50	W51	Pattern	Group
P782	[2-5]	[2-7]	[1-8]	[0-6]	[1-4]	[2-8]	[2-6]	[3-6]	[2-4]	[2-6]	[2-4]	[1-6]	[1-6]	[2-5]	[0-6]	[2-6]	[1-10]	[1-5]	[2-5]	[0-8]	[1-7]	[1-5]	[1-6]	[1-6]	[1-8]	[3-6]	[0-7]	[3-7]	[0-5]	[1-5]	[1-8]	[0-4]	[0-4]	[1-5]	[0-5]	[0-4]	[1-7]	[1-5]	[1-5]	[1-5]	[0-6]	[1-3]	[2-3]	[3-5]	[1-6]	[2-6]	[1-5]	[1-6]	[1-6]	[2-7]	[1-9]	[2-5]	dcc	38
P155	[2-5]	[2-7]	[1-8]	[0-6]	[1-4]	[2-8]	[2-6]	[3-6]	[2-4]	[2-6]	[2-4]	[1-6]	[1-6]	[2-5]	[0-6]	[2-6]	[1-10]	[1-5]	[2-5]	[0-8]	[1-7]	[1-5]	[1-6]	[1-6]	[1-8]	[3-6]	[0-7]	[3-7]	[0-5]	[1-5]	[1-8]	[0-4]	[0-4]	[1-5]	[0-5]	[0-4]	[1-7]	[1-5]	[1-5]	[1-5]	[0-6]	[1-3]	[2-3]	[3-5]	[1-6]	[2-6]	[1-5]	[1-6]	[1-6]	[2-7]	[1-9]	[2-5]	dcc	38
P588	[2-5]	[2-7]	[1-8]	[0-6]	[1-4]	[2-8]	[2-6]	[3-6]	[2-4]	[2-6]	[2-4]	[1-6]	[1-6]	[2-5]	[0-6]	[2-6]	[1-10]	[1-5]	[2-5]	[0-8]	[1-7]	[1-5]	[1-6]	[1-6]	[1-8]	[3-6]	[0-7]	[3-7]	[0-5]	[1-5]	[1-8]	[0-4]	[0-4]	[1-5]	[0-5]	[0-4]	[1-7]	[1-5]	[1-5]	[1-5]	[0-6]	[1-3]	[2-3]	[3-5]	[1-6]	[2-6]	[1-5]	[1-6]	[1-6]	[2-7]	[1-9]	[2-5]	dcc	38
P610	[3-3]	[1-4]	[0-3]	[0-4]	[2-5]	[1-3]	[0-3]	[0-4]	[2-4]	[2-3]	[1-4]	[1-6]	[2-4]	[0-5]	[1-2]	[1-2]	[1-3]	[0-1]	[1-3]	[1-5]	[1-3]	[1-3]	[2-3]	[1-4]	[1-3]	[2-7]	[0-2]	[0-2]	[0-3]	[1-1]	[0-2]	[1-4]	[0-2]	[1-6]	[2-5]	[0-4]	[0-3]	[0-1]	[2-3]	[1-4]	[2-4]	[0-1]	[0-3]	[1-3]	[1-3]	[0-3]	[1-3]	[2-3]	[1-2]	[0-5]	[0-2]	[1-4]	dcc	39
P812	[3-3]	[1-4]	[0-3]	[0-4]	[2-5]	[1-3]	[0-3]	[0-4]	[2-4]	[2-3]	[1-4]	[1-6]	[2-4]	[0-5]	[1-2]	[1-2]	[1-3]	[0-1]	[1-3]	[1-5]	[1-3]	[1-3]	[2-3]	[1-4]	[1-3]	[2-7]	[0-2]	[0-2]	[0-3]	[1-1]	[0-2]	[1-4]	[0-2]	[1-6]	[2-5]	[0-4]	[0-3]	[0-1]	[2-3]	[1-4]	[2-4]	[0-1]	[0-3]	[1-3]	[1-3]	[0-3]	[1-3]	[2-3]	[1-2]	[0-5]	[0-2]	[1-4]	dcc	39
P582	[3-3]	[1-4]	[0-3]	[0-4]	[2-5]	[1-3]	[0-3]	[0-4]	[2-4]	[2-3]	[1-4]	[1-6]	[2-4]	[0-5]	[1-2]	[1-2]	[1-3]	[0-1]	[1-3]	[1-5]	[1-3]	[1-3]	[2-3]	[1-4]	[1-3]	[2-7]	[0-2]	[0-2]	[0-3]	[1-1]	[0-2]	[1-4]	[0-2]	[1-6]	[2-5]	[0-4]	[0-3]	[0-1]	[2-3]	[1-4]	[2-4]	[0-1]	[0-3]	[1-3]	[1-3]	[0-3]	[1-3]	[2-3]	[1-2]	[0-5]	[0-2]	[1-4]	dcc	39
P357	[3-3]	[1-4]	[0-3]	[0-4]	[2-5]	[1-3]	[0-3]	[0-4]	[2-4]	[2-3]	[1-4]	[1-6]	[2-4]	[0-5]	[1-2]	[1-2]	[1-3]	[0-1]	[1-3]	[1-5]	[1-3]	[1-3]	[2-3]	[1-4]	[1-3]	[2-7]	[0-2]	[0-2]	[0-3]	[1-1]	[0-2]	[1-4]	[0-2]	[1-6]	[2-5]	[0-4]	[0-3]	[0-1]	[2-3]	[1-4]	[2-4]	[0-1]	[0-3]	[1-3]	[1-3]	[0-3]	[1-3]	[2-3]	[1-2]	[0-5]	[0-2]	[1-4]	dcc	39
P713	[0-2]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[1-1]	[0-2]	[0-0]	[0-1]	[0-3]	[0-2]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-1]	[0-2]	dcc	40
P452	[0-2]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[1-1]	[0-2]	[0-0]	[0-1]	[0-3]	[0-2]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-1]	[0-2]	dcc	40
P770	[0-2]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[1-1]	[0-2]	[0-0]	[0-1]	[0-3]	[0-2]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-1]	[0-2]	dcc	40
P453	[0-2]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[1-1]	[0-2]	[0-0]	[0-1]	[0-3]	[0-2]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-1]	[0-2]	dcc	40
P335	[2-7]	[4-6]	[0-13]	[6-9]	[2-4]	[1-7]	[5-9]	[3-7]	[2-7]	[3-7]	[3-11]	[4-10]	[2-12]	[1-6]	[1-7]	[2-10]	[2-9]	[3-5]	[4-10]	[2-10]	[1-8]	[3-13]	[4-6]	[3-11]	[4-8]	[3-12]	[4-6]	[0-3]	[1-5]	[2-5]	[1-7]	[1-5]	[3-5]	[2-6]	[1-8]	[2-7]	[1-9]	[0-8]	[1-6]	[3-7]	[3-8]	[1-8]	[2-6]	[0-11]	[2-7]	[2-7]	[4-8]	[0-7]	[0-9]	[2-6]	[1-9]	[3-9]	dcc	41
P437	[2-7]	[4-6]	[0-13]	[6-9]	[2-4]	[1-7]	[5-9]	[3-7]	[2-7]	[3-7]	[3-11]	[4-10]	[2-12]	[1-6]	[1-7]	[2-10]	[2-9]	[3-5]	[4-10]	[2-10]	[1-8]	[3-13]	[4-6]	[3-11]	[4-8]	[3-12]	[4-6]	[0-3]	[1-5]	[2-5]	[1-7]	[1-5]	[3-5]	[2-6]	[1-8]	[2-7]	[1-9]	[0-8]	[1-6]	[3-7]	[3-8]	[1-8]	[2-6]	[0-11]	[2-7]	[2-7]	[4-8]	[0-7]	[0-9]	[2-6]	[1-9]	[3-9]	dcc	41
P124	[2-7]	[4-6]	[0-13]	[6-9]	[2-4]	[1-7]	[5-9]	[3-7]	[2-7]	[3-7]	[3-11]	[4-10]	[2-12]	[1-6]	[1-7]	[2-10]	[2-9]	[3-5]	[4-10]	[2-10]	[1-8]	[3-13]	[4-6]	[3-11]	[4-8]	[3-12]	[4-6]	[0-3]	[1-5]	[2-5]	[1-7]	[1-5]	[3-5]	[2-6]	[1-8]	[2-7]	[1-9]	[0-8]	[1-6]	[3-7]	[3-8]	[1-8]	[2-6]	[0-11]	[2-7]	[2-7]	[4-8]	[0-7]	[0-9]	[2-6]	[1-9]	[3-9]	dcc	41
P53	[2-7]	[4-6]	[0-13]	[6-9]	[2-4]	[1-7]	[5-9]	[3-7]	[2-7]	[3-7]	[3-11]	[4-10]	[2-12]	[1-6]	[1-7]	[2-10]	[2-9]	[3-5]	[4-10]	[2-10]	[1-8]	[3-13]	[4-6]	[3-11]	[4-8]	[3-12]	[4-6]	[0-3]	[1-5]	[2-5]	[1-7]	[1-5]	[3-5]	[2-6]	[1-8]	[2-7]	[1-9]	[0-8]	[1-6]	[3-7]	[3-8]	[1-8]	[2-6]	[0-11]	[2-7]	[2-7]	[4-8]	[0-7]	[0-9]	[2-6]	[1-9]	[3-9]	dcc	41
P401	[2-7]	[4-6]	[0-13]	[6-9]	[2-4]	[1-7]	[5-9]	[3-7]	[2-7]	[3-7]	[3-11]	[4-10]	[2-12]	[1-6]	[1-7]	[2-10]	[2-9]	[3-5]	[4-10]	[2-10]	[1-8]	[3-13]	[4-6]	[3-11]	[4-8]	[3-12]	[4-6]	[0-3]	[1-5]	[2-5]	[1-7]	[1-5]	[3-5]	[2-6]	[1-8]	[2-7]	[1-9]	[0-8]	[1-6]	[3-7]	[3-8]	[1-8]	[2-6]	[0-11]	[2-7]	[2-7]	[4-8]	[0-7]	[0-9]	[2-6]	[1-9]	[3-9]	dcc	41
P329	[2-7]	[4-6]	[0-13]	[6-9]	[2-4]	[1-7]	[5-9]	[3-7]	[2-7]	[3-7]	[3-11]	[4-10]	[2-12]	[1-6]	[1-7]	[2-10]	[2-9]	[3-5]	[4-10]	[2-10]	[1-8]	[3-13]	[4-6]	[3-11]	[4-8]	[3-12]	[4-6]	[0-3]	[1-5]	[2-5]	[1-7]	[1-5]	[3-5]	[2-6]	[1-8]	[2-7]	[1-9]	[0-8]	[1-6]	[3-7]	[3-8]	[1-8]	[2-6]	[0-11]	[2-7]	[2-7]	[4-8]	[0-7]	[0-9]	[2-6]	[1-9]	[3-9]	dcc	41
P564	[3-6]	[2-7]	[3-6]	[6-12]	[5-13]	[3-9]	[2-5]	[1-3]	[1-13]	[1-11]	[2-9]	[2-8]	[6-11]	[4-18]	[5-9]	[2-7]	[4-8]	[2-7]	[2-11]	[1-10]	[3-8]	[4-5]	[3-8]	[3-12]	[4-9]	[4-17]	[2-6]	[1-6]	[2-4]	[1-7]	[3-6]	[5-9]	[1-5]	[3-10]	[2-6]	[1-8]	[2-4]	[3-9]	[2-7]	[2-2]	[1-9]	[5-8]	[4-10]	[1-10]	[5-8]	[2-4]	[3-14]	[3-14]	[3-8]	[2-11]	[3-11]	[2-6]	dcc	42
P484	[3-6]	[2-7]	[3-6]	[6-12]	[5-13]	[3-9]	[2-5]	[1-3]	[1-13]	[1-11]	[2-9]	[2-8]	[6-11]	[4-18]	[5-9]	[2-7]	[4-8]	[2-7]	[2-11]	[1-10]	[3-8]	[4-5]	[3-8]	[3-12]	[4-9]	[4-17]	[2-6]	[1-6]	[2-4]	[1-7]	[3-6]	[5-9]	[1-5]	[3-10]	[2-6]	[1-8]	[2-4]	[3-9]	[2-7]	[2-2]	[1-9]	[5-8]	[4-10]	[1-10]	[5-8]	[2-4]	[3-14]	[3-14]	[3-8]	[2-11]	[3-11]	[2-6]	dcc	42
P490	[3-6]	[2-7]	[3-6]	[6-12]	[5-13]	[3-9]	[2-5]	[1-3]	[1-13]	[1-11]	[2-9]	[2-8]	[6-11]	[4-18]	[5-9]	[2-7]	[4-8]	[2-7]	[2-11]	[1-10]	[3-8]	[4-5]	[3-8]	[3-12]	[4-9]	[4-17]	[2-6]	[1-6]	[2-4]	[1-7]	[3-6]	[5-9]	[1-5]	[3-10]	[2-6]	[1-8]	[2-4]	[3-9]	[2-7]	[2-2]	[1-9]	[5-8]	[4-10]	[1-10]	[5-8]	[2-4]	[3-14]	[3-14]	[3-8]	[2-11]	[3-11]	[2-6]	dcc	42
P412	[3-6]	[2-7]	[3-6]	[6-12]	[5-13]	[3-9]	[2-5]	[1-3]	[1-13]	[1-11]	[2-9]	[2-8]	[6-11]	[4-18]	[5-9]	[2-7]	[4-8]	[2-7]	[2-11]	[1-10]	[3-8]	[4-5]	[3-8]	[3-12]	[4-9]	[4-17]	[2-6]	[1-6]	[2-4]	[1-7]	[3-6]	[5-9]	[1-5]	[3-10]	[2-6]	[1-8]	[2-4]	[3-9]	[2-7]	[2-2]	[1-9]	[5-8]	[4-10]	[1-10]	[5-8]	[2-4]	[3-14]	[3-14]	[3-8]	[2-11]	[3-11]	[2-6]	dcc	42
P122	[1-7]	[2-7]	[2-6]	[2-5]	[3-7]	[4-8]	[3-7]	[3-6]	[1-5]	[1-6]	[2-8]	[1-3]	[2-3]	[2-6]	[1-8]	[2-9]	[4-5]	[2-7]	[4-6]	[3-4]	[0-2]	[4-7]	[1-9]	[5-13]	[3-3]	[1-4]	[3-5]	[1-4]	[1-4]	[2-5]	[0-4]	[0-5]	[1-5]	[2-5]	[2-5]	[0-3]	[2-10]	[1-4]	[2-4]	[0-4]	[3-6]	[1-2]	[4-10]	[3-5]	[2-4]	[5-7]	[2-3]	[1-3]	[2-5]	[4-9]	[4-6]	[4-9]	dcc	43
P77	[1-7]	[2-7]	[2-6]	[2-5]	[3-7]	[4-8]	[3-7]	[3-6]	[1-5]	[1-6]	[2-8]	[1-3]	[2-3]	[2-6]	[1-8]	[2-9]	[4-5]	[2-7]	[4-6]	[3-4]	[0-2]	[4-7]	[1-9]	[5-13]	[3-3]	[1-4]	[3-5]	[1-4]	[1-4]	[2-5]	[0-4]	[0-5]	[1-5]	[2-5]	[2-5]	[0-3]	[2-10]	[1-4]	[2-4]	[0-4]	[3-6]	[1-2]	[4-10]	[3-5]	[2-4]	[5-7]	[2-3]	[1-3]	[2-5]	[4-9]	[4-6]	[4-9]	dcc	43
P594	[1-7]	[2-7]	[2-6]	[2-5]	[3-7]	[4-8]	[3-7]	[3-6]	[1-5]	[1-6]	[2-8]	[1-3]	[2-3]	[2-6]	[1-8]	[2-9]	[4-5]	[2-7]	[4-6]	[3-4]	[0-2]	[4-7]	[1-9]	[5-13]	[3-3]	[1-4]	[3-5]	[1-4]	[1-4]	[2-5]	[0-4]	[0-5]	[1-5]	[2-5]	[2-5]	[0-3]	[2-10]	[1-4]	[2-4]	[0-4]	[3-6]	[1-2]	[4-10]	[3-5]	[2-4]	[5-7]	[2-3]	[1-3]	[2-5]	[4-9]	[4-6]	[4-9]	dcc	43
P315	[1-7]	[2-7]	[2-6]	[2-5]	[3-7]	[4-8]	[3-7]	[3-6]	[1-5]	[1-6]	[2-8]	[1-3]	[2-3]	[2-6]	[1-8]	[2-9]	[4-5]	[2-7]	[4-6]	[3-4]	[0-2]	[4-7]	[1-9]	[5-13]	[3-3]	[1-4]	[3-5]	[1-4]	[1-4]	[2-5]	[0-4]	[0-5]	[1-5]	[2-5]	[2-5]	[0-3]	[2-10]	[1-4]	[2-4]	[0-4]	[3-6]	[1-2]	[4-10]	[3-5]	[2-4]	[5-7]	[2-3]	[1-3]	[2-5]	[4-9]	[4-6]	[4-9]	dcc	43
P394	[1-8]	[2-6]	[1-6]	[1-9]	[3-5]	[1-8]	[2-7]	[3-5]	[3-12]	[4-6]	[0-7]	[3-6]	[0-4]	[2-6]	[2-5]	[2-6]	[1-3]	[3-9]	[1-6]	[0-3]	[3-7]	[0-4]	[1-7]	[2-4]	[4-9]	[3-8]	[1-5]	[2-6]	[1-8]	[1-3]	[0-3]	[2-4]	[2-8]	[0-4]	[0-4]	[2-4]	[2-8]	[0-5]	[1-3]	[2-8]	[1-7]	[1-7]	[2-4]	[2-5]	[0-3]	[2-4]	[3-7]	[1-5]	[2-4]	[1-6]	[1-4]	[2-6]	dcc	44
P390	[1-8]	[2-6]	[1-6]	[1-9]	[3-5]	[1-8]	[2-7]	[3-5]	[3-12]	[4-6]	[0-7]	[3-6]	[0-4]	[2-6]	[2-5]	[2-6]	[1-3]	[3-9]	[1-6]	[0-3]	[3-7]	[0-4]	[1-7]	[2-4]	[4-9]	[3-8]	[1-5]	[2-6]	[1-8]	[1-3]	[0-3]	[2-4]	[2-8]	[0-4]	[0-4]	[2-4]	[2-8]	[0-5]	[1-3]	[2-8]	[1-7]	[1-7]	[2-4]	[2-5]	[0-3]	[2-4]	[3-7]	[1-5]	[2-4]	[1-6]	[1-4]	[2-6]	dcc	44
P156	[1-8]	[2-6]	[1-6]	[1-9]	[3-5]	[1-8]	[2-7]	[3-5]	[3-12]	[4-6]	[0-7]	[3-6]	[0-4]	[2-6]	[2-5]	[2-6]	[1-3]	[3-9]	[1-6]	[0-3]	[3-7]	[0-4]	[1-7]	[2-4]	[4-9]	[3-8]	[1-5]	[2-6]	[1-8]	[1-3]	[0-3]	[2-4]	[2-8]	[0-4]	[0-4]	[2-4]	[2-8]	[0-5]	[1-3]	[2-8]	[1-7]	[1-7]	[2-4]	[2-5]	[0-3]	[2-4]	[3-7]	[1-5]	[2-4]	[1-6]	[1-4]	[2-6]	dcc	44
P311	[1-8]	[2-6]	[1-6]	[1-9]	[3-5]	[1-8]	[2-7]	[3-5]	[3-12]	[4-6]	[0-7]	[3-6]	[0-4]	[2-6]	[2-5]	[2-6]	[1-3]	[3-9]	[1-6]	[0-3]	[3-7]	[0-4]	[1-7]	[2-4]	[4-9]	[3-8]	[1-5]	[2-6]	[1-8]	[1-3]	[0-3]	[2-4]	[2-8]	[0-4]	[0-4]	[2-4]	[2-8]	[0-5]	[1-3]	[2-8]	[1-7]	[1-7]	[2-4]	[2-5]	[0-3]	[2-4]	[3-7]	[1-5]	[2-4]	[1-6]	[1-4]	[2-6]	dcc	44
P414	[1-8]	[2-6]	[1-6]	[1-9]	[3-5]	[1-8]	[2-7]	[3-5]	[3-12]	[4-6]	[0-7]	[3-6]	[0-4]	[2-6]	[2-5]	[2-6]	[1-3]	[3-9]	[1-6]	[0-3]	[3-7]	[0-4]	[1-7]	[2-4]	[4-9]	[3-8]	[1-5]	[2-6]	[1-8]	[1-3]	[0-3]	[2-4]	[2-8]	[0-4]	[0-4]	[2-4]	[2-8]	[0-5]	[1-3]	[2-8]	[1-7]	[1-7]	[2-4]	[2-5]	[0-3]	[2-4]	[3-7]	[1-5]	[2-4]	[1-6]	[1-4]	[2-6]	dcc	44
P565	[7-12]	[6-11]	[6-13]	[5-11]	[9-16]	[5-17]	[6-14]	[9-12]	[7-13]	[4-17]	[7-13]	[7-12]	[11-15]	[9-12]	[5-11]	[6-17]	[7-9]	[8-15]	[10-14]	[5-14]	[3-12]	[8-12]	[6-11]	[9-16]	[7-13]	[8-16]	[4-8]	[6-12]	[6-18]	[5-10]	[7-10]	[4-10]	[5-12]	[4-11]	[9-13]	[5-10]	[3-9]	[7-13]	[6-12]	[6-10]	[4-9]	[8-13]	[6-12]	[7-14]	[4-11]	[6-14]	[7-12]	[6-17]	[5-13]	[8-13]	[9-18]	[8-15]	dcc	45
P209	[7-12]	[6-11]	[6-13]	[5-11]	[9-16]	[5-17]	[6-14]	[9-12]	[7-13]	[4-17]	[7-13]	[7-12]	[11-15]	[9-12]	[5-11]	[6-17]	[7-9]	[8-15]	[10-14]	[5-14]	[3-12]	[8-12]	[6-11]	[9-16]	[7-13]	[8-16]	[4-8]	[6-12]	[6-18]	[5-10]	[7-10]	[4-10]	[5-12]	[4-11]	[9-13]	[5-10]	[3-9]	[7-13]	[6-12]	[6-10]	[4-9]	[8-13]	[6-12]	[7-14]	[4-11]	[6-14]	[7-12]	[6-17]	[5-13]	[8-13]	[9-18]	[8-15]	dcc	45
P628	[7-12]	[6-11]	[6-13]	[5-11]	[9-16]	[5-17]	[6-14]	[9-12]	[7-13]	[4-17]	[7-13]	[7-12]	[11-15]	[9-12]	[5-11]	[6-17]	[7-9]	[8-15]	[10-14]	[5-14]	[3-12]	[8-12]	[6-11]	[9-16]	[7-13]	[8-16]	[4-8]	[6-12]	[6-18]	[5-10]	[7-10]	[4-10]	[5-12]	[4-11]	[9-13]	[5-10]	[3-9]	[7-13]	[6-12]	[6-10]	[4-9]	[8-13]	[6-12]	[7-14]	[4-11]	[6-14]	[7-12]	[6-17]	[5-13]	[8-13]	[9-18]	[8-15]	dcc	45
P627	[7-12]	[6-11]	[6-13]	[5-11]	[9-16]	[5-17]	[6-14]	[9-12]	[7-13]	[4-17]	[7-13]	[7-12]	[11-15]	[9-12]	[5-11]	[6-17]	[7-9]	[8-15]	[10-14]	[5-14]	[3-12]	[8-12]	[6-11]	[9-16]	[7-13]	[8-16]	[4-8]	[6-12]	[6-18]	[5-10]	[7-10]	[4-10]	[5-12]	[4-11]	[9-13]	[5-10]	[3-9]	[7-13]	[6-12]	[6-10]	[4-9]	[8-13]	[6-12]	[7-14]	[4-11]	[6-14]	[7-12]	[6-17]	[5-13]	[8-13]	[9-18]	[8-15]	dcc	45
P547	[7-12]	[6-11]	[6-13]	[5-11]	[9-16]	[5-17]	[6-14]	[9-12]	[7-13]	[4-17]	[7-13]	[7-12]	[11-15]	[9-12]	[5-11]	[6-17]	[7-9]	[8-15]	[10-14]	[5-14]	[3-12]	[8-12]	[6-11]	[9-16]	[7-13]	[8-16]	[4-8]	[6-12]	[6-18]	[5-10]	[7-10]	[4-10]	[5-12]	[4-11]	[9-13]	[5-10]	[3-9]	[7-13]	[6-12]	[6-10]	[4-9]	[8-13]	[6-12]	[7-14]	[4-11]	[6-14]	[7-12]	[6-17]	[5-13]	[8-13]	[9-18]	[8-15]	dcc	45
P612	[7-16]	[6-12]	[6-12]	[5-14]	[7-11]	[9-11]	[12-16]	[7-23]	[9-14]	[8-17]	[5-13]	[6-14]	[9-15]	[7-17]	[9-20]	[9-15]	[9-13]	[8-17]	[13-16]	[11-20]	[6-13]	[9-17]	[4-18]	[8-16]	[6-18]	[11-18]	[6-9]	[4-11]	[8-10]	[6-8]	[7-9]	[5-10]	[6-11]	[4-10]	[8-11]	[10-16]	[5-13]	[8-11]	[8-14]	[9-10]	[9-13]	[7-11]	[6-11]	[9-11]	[7-13]	[4-14]	[8-12]	[3-10]	[12-17]	[8-19]	[8-18]	[9-14]	dcc	46
P210	[7-16]	[6-12]	[6-12]	[5-14]	[7-11]	[9-11]	[12-16]	[7-23]	[9-14]	[8-17]	[5-13]	[6-14]	[9-15]	[7-17]	[9-20]	[9-15]	[9-13]	[8-17]	[13-16]	[11-20]	[6-13]	[9-17]	[4-18]	[8-16]	[6-18]	[11-18]	[6-9]	[4-11]	[8-10]	[6-8]	[7-9]	[5-10]	[6-11]	[4-10]	[8-11]	[10-16]	[5-13]	[8-11]	[8-14]	[9-10]	[9-13]	[7-11]	[6-11]	[9-11]	[7-13]	[4-14]	[8-12]	[3-10]	[12-17]	[8-19]	[8-18]	[9-14]	dcc	46
P304	[7-16]	[6-12]	[6-12]	[5-14]	[7-11]	[9-11]	[12-16]	[7-23]	[9-14]	[8-17]	[5-13]	[6-14]	[9-15]	[7-17]	[9-20]	[9-15]	[9-13]	[8-17]	[13-16]	[11-20]	[6-13]	[9-17]	[4-18]	[8-16]	[6-18]	[11-18]	[6-9]	[4-11]	[8-10]	[6-8]	[7-9]	[5-10]	[6-11]	[4-10]	[8-11]	[10-16]	[5-13]	[8-11]	[8-14]	[9-10]	[9-13]	[7-11]	[6-11]	[9-11]	[7-13]	[4-14]	[8-12]	[3-10]	[12-17]	[8-19]	[8-18]	[9-14]	dcc	46
P493	[7-16]	[6-12]	[6-12]	[5-14]	[7-11]	[9-11]	[12-16]	[7-23]	[9-14]	[8-17]	[5-13]	[6-14]	[9-15]	[7-17]	[9-20]	[9-15]	[9-13]	[8-17]	[13-16]	[11-20]	[6-13]	[9-17]	[4-18]	[8-16]	[6-18]	[11-18]	[6-9]	[4-11]	[8-10]	[6-8]	[7-9]	[5-10]	[6-11]	[4-10]	[8-11]	[10-16]	[5-13]	[8-11]	[8-14]	[9-10]	[9-13]	[7-11]	[6-11]	[9-11]	[7-13]	[4-14]	[8-12]	[3-10]	[12-17]	[8-19]	[8-18]	[9-14]	dcc	46
P336	[10-20]	[9-15]	[4-22]	[5-19]	[5-15]	[11-20]	[1-16]	[11-17]	[6-16]	[7-21]	[10-17]	[11-20]	[6-14]	[6-14]	[5-20]	[7-21]	[7-20]	[10-19]	[12-18]	[9-17]	[8-22]	[5-24]	[8-21]	[9-22]	[2-22]	[7-21]	[3-15]	[6-15]	[7-10]	[3-10]	[5-12]	[3-17]	[6-14]	[5-19]	[6-13]	[5-15]	[5-13]	[9-15]	[5-14]	[4-14]	[6-19]	[6-17]	[4-17]	[6-16]	[4-17]	[4-15]	[6-14]	[5-15]	[6-22]	[4-17]	[8-22]	[10-21]	dcc	47
P504	[10-20]	[9-15]	[4-22]	[5-19]	[5-15]	[11-20]	[1-16]	[11-17]	[6-16]	[7-21]	[10-17]	[11-20]	[6-14]	[6-14]	[5-20]	[7-21]	[7-20]	[10-19]	[12-18]	[9-17]	[8-22]	[5-24]	[8-21]	[9-22]	[2-22]	[7-21]	[3-15]	[6-15]	[7-10]	[3-10]	[5-12]	[3-17]	[6-14]	[5-19]	[6-13]	[5-15]	[5-13]	[9-15]	[5-14]	[4-14]	[6-19]	[6-17]	[4-17]	[6-16]	[4-17]	[4-15]	[6-14]	[5-15]	[6-22]	[4-17]	[8-22]	[10-21]	dcc	47
P559	[10-20]	[9-15]	[4-22]	[5-19]	[5-15]	[11-20]	[1-16]	[11-17]	[6-16]	[7-21]	[10-17]	[11-20]	[6-14]	[6-14]	[5-20]	[7-21]	[7-20]	[10-19]	[12-18]	[9-17]	[8-22]	[5-24]	[8-21]	[9-22]	[2-22]	[7-21]	[3-15]	[6-15]	[7-10]	[3-10]	[5-12]	[3-17]	[6-14]	[5-19]	[6-13]	[5-15]	[5-13]	[9-15]	[5-14]	[4-14]	[6-19]	[6-17]	[4-17]	[6-16]	[4-17]	[4-15]	[6-14]	[5-15]	[6-22]	[4-17]	[8-22]	[10-21]	dcc	47
P502	[10-20]	[9-15]	[4-22]	[5-19]	[5-15]	[11-20]	[1-16]	[11-17]	[6-16]	[7-21]	[10-17]	[11-20]	[6-14]	[6-14]	[5-20]	[7-21]	[7-20]	[10-19]	[12-18]	[9-17]	[8-22]	[5-24]	[8-21]	[9-22]	[2-22]	[7-21]	[3-15]	[6-15]	[7-10]	[3-10]	[5-12]	[3-17]	[6-14]	[5-19]	[6-13]	[5-15]	[5-13]	[9-15]	[5-14]	[4-14]	[6-19]	[6-17]	[4-17]	[6-16]	[4-17]	[4-15]	[6-14]	[5-15]	[6-22]	[4-17]	[8-22]	[10-21]	dcc	47
